,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,movieId
15,0.27631754,0.2680954,0.26382354,0.27948663,0.25126112,0.27392885,0.2455577,0.33525804,0.28575194,0.26484406,0.33932084,0.29887807,0.32047987,0.2546332,0.26974487,0.21788295,0.25816998,0.24949808,0.30291596,15
16,0.27301487,0.28892392,0.28616732,0.26084638,0.25123617,0.28134224,0.21916892,0.29730925,0.28902107,0.30450362,0.33648348,0.30582252,0.292871,0.28795418,0.2721089,0.24377616,0.26437458,0.25521764,0.27989927,16
17,0.22494741,0.22645074,0.2837546,0.25307176,0.21509728,0.29615775,0.2442768,0.27295202,0.2638289,0.2518787,0.27003226,0.25889498,0.29626486,0.24247864,0.2738202,0.23315108,0.24433208,0.27222973,0.27838504,17
18,0.14925344,0.1378567,0.23930597,0.26465815,0.12634304,0.20755167,0.17004676,0.23769617,0.207855,0.2477283,0.20402199,0.20773225,0.21674325,0.19271469,0.23304854,0.20905459,0.21398972,0.13522224,0.17291777,18
19,0.17530432,0.18158841,0.19212648,0.1962912,0.21008252,0.22640269,0.19635782,0.18728393,0.18522626,0.22534432,0.19936435,0.19848974,0.17959605,0.18528014,0.18900745,0.21866626,0.21138822,0.17980765,0.20300469,19
20,0.29650116,0.24851155,0.24315186,0.27396974,0.21778633,0.24442646,0.2169534,0.25789574,0.27838957,0.215965,0.3528499,0.23990342,0.35152602,0.22408624,0.22534053,0.24746498,0.2443847,0.26784635,0.26203674,20
21,0.21548945,0.20346735,0.28433317,0.28524488,0.20426814,0.23837711,0.20411041,0.28513935,0.24490315,0.22027174,0.26237074,0.25862595,0.2528787,0.22035496,0.20792496,0.18825299,0.20722315,0.2318358,0.26012546,21
22,0.24906987,0.18613712,0.23182057,0.23124878,0.20722978,0.22962625,0.21381277,0.23172994,0.190939,0.21572307,0.30069488,0.2254521,0.2605995,0.22521143,0.2025322,0.20979503,0.19211282,0.21809228,0.25210673,22
23,0.21517177,0.22362405,0.28486177,0.2953848,0.21554153,0.21875466,0.24948974,0.24876782,0.22320147,0.22451006,0.25751376,0.23351514,0.28007108,0.241161,0.24044938,0.23240715,0.23708676,0.2669785,0.24561152,23
24,0.22906692,0.25209686,0.28276038,0.2795003,0.22385159,0.28243265,0.24780776,0.3052435,0.24856655,0.2420116,0.3016137,0.261254,0.3078324,0.26998487,0.2463087,0.27197844,0.2921887,0.24233282,0.3637666,24
25,0.23878594,0.23825736,0.25538304,0.25716814,0.29079515,0.23569697,0.24667469,0.28026092,0.2892785,0.2547691,0.27852705,0.25567734,0.28277668,0.2635333,0.27260762,0.22561313,0.242172,0.25019598,0.26528198,25
26,0.16929527,0.16002399,0.16979384,0.18595156,0.15894341,0.20698169,0.16692558,0.20736355,0.21082154,0.19315733,0.18670617,0.20945705,0.18245512,0.15992014,0.19254676,0.1485822,0.19345236,0.20801139,0.19276547,26
27,0.3068693,0.30242524,0.28400183,0.31396335,0.26346967,0.22245556,0.2765167,0.27820897,0.28525048,0.2856085,0.32398143,0.27381432,0.29031816,0.2960401,0.24637596,0.27977675,0.29077217,0.2533278,0.2972157,27
28,0.26539707,0.27176228,0.30579445,0.27433953,0.27029946,0.3390858,0.25954056,0.3036145,0.25331134,0.28459954,0.29542813,0.2664112,0.28841305,0.29705742,0.2739948,0.28833848,0.27769855,0.2749123,0.32200456,28
29,0.115457,0.11367012,0.15038913,0.11299781,0.098143235,0.118761785,0.10483868,0.108008094,0.12350817,0.12758923,0.10713281,0.11345581,0.109228335,0.106633246,0.13471648,0.10112015,0.14473133,0.10894095,0.12090942,29
30,0.27920797,0.24976802,0.25329834,0.25857756,0.20914455,0.22851467,0.22703527,0.23875527,0.21270673,0.20546365,0.2784365,0.27895412,0.3104027,0.24425437,0.26837805,0.18306553,0.20700897,0.22997619,0.32128274,30
31,0.23709808,0.19024199,0.38405702,0.32433465,0.21458825,0.33031526,0.26127547,0.33077404,0.3360995,0.20538016,0.3874476,0.25826347,0.35733768,0.25702685,0.30545133,0.22351734,0.32071656,0.26208565,0.36701763,31
32,0.25008684,0.28273582,0.31347603,0.2502164,0.2178041,0.28487045,0.27988243,0.28302485,0.28521827,0.21199821,0.3517883,0.28947547,0.3544828,0.30291468,0.2520839,0.16721335,0.24208428,0.25336877,0.30663756,32
33,0.32494053,0.28496385,0.2816731,0.25597247,0.2708411,0.3032928,0.24722837,0.33273,0.25894654,0.29562676,0.27939883,0.27157643,0.3235894,0.32019326,0.27875158,0.23889907,0.2889402,0.26110512,0.28821954,33
34,0.09127818,0.097677,0.10114585,0.09801985,0.10862198,0.13104843,0.10256164,0.103561126,0.09762171,0.10277366,0.10649874,0.097489,0.09920976,0.0934476,0.11305212,0.12678769,0.11879842,0.1295461,0.11317081,34
35,0.23918535,0.25854298,0.22410673,0.31356812,0.22289737,0.23855822,0.24405634,0.2794021,0.27358177,0.20191406,0.28650185,0.21648672,0.2536816,0.2285942,0.21276604,0.2404287,0.23700382,0.21519847,0.21540938,35
36,0.1196911,0.1526222,0.11697727,0.1247006,0.10411865,0.11892598,0.108137116,0.11248875,0.14275481,0.11101139,0.119924314,0.14472611,0.12469425,0.10926909,0.12723143,0.12789989,0.13357304,0.10237199,0.14333205,36
37,0.31562105,0.28233057,0.2957959,0.2739237,0.26800564,0.260423,0.26843184,0.28235897,0.27279344,0.30202848,0.34253517,0.2707897,0.29180193,0.28110972,0.2621083,0.27243474,0.26246637,0.26570106,0.29263887,37
38,0.18341134,0.23035951,0.1725353,0.21525605,0.16831912,0.17287868,0.18107478,0.19591072,0.23105177,0.21090528,0.23332642,0.18110216,0.1883647,0.20664702,0.16518627,0.1905969,0.1868335,0.16954468,0.17887558,38
39,0.21714951,0.19506092,0.16738008,0.17442329,0.16521704,0.15292221,0.20477085,0.17904057,0.21732564,0.22107585,0.17983595,0.2009121,0.19123007,0.1797961,0.20819199,0.17074333,0.18754669,0.17969501,0.1939674,39
40,0.19407113,0.17739248,0.21737567,0.20341212,0.14722309,0.20395249,0.20233545,0.2312917,0.19916368,0.17300484,0.21342564,0.17578176,0.18762928,0.18785109,0.1813471,0.20228629,0.17912674,0.18669131,0.23010421,40
41,0.2777194,0.2135173,0.27934548,0.2881888,0.2240119,0.27790323,0.2208043,0.26816452,0.25035813,0.2527913,0.3060729,0.264833,0.29252937,0.25723237,0.23328379,0.23177308,0.2443018,0.21972026,0.27699578,41
42,0.19452327,0.17998208,0.1948745,0.21070503,0.17147645,0.18399067,0.19594158,0.21664095,0.1789542,0.20028932,0.23939231,0.19085638,0.21026568,0.20871197,0.18259221,0.18115307,0.18146124,0.18568046,0.20734745,42
43,0.20913868,0.26646408,0.42881095,0.35566553,0.21858361,0.3710942,0.21060285,0.33162436,0.2684656,0.29360676,0.36606693,0.29966694,0.38296792,0.2564278,0.2716112,0.21349795,0.26754612,0.2848291,0.3614555,43
44,0.22642069,0.21483459,0.24386677,0.23750651,0.18476254,0.26057738,0.18381768,0.2524791,0.2562912,0.21021348,0.2920349,0.22439697,0.24156693,0.24052143,0.20138742,0.21797524,0.21843712,0.20918763,0.28709605,44
45,0.002284862,-0.0,0.043450225,-0.0,0.028971244,-0.0,0.018414091,-0.0,-0.0,0.027396452,-0.0,-0.0,0.03282502,0.0113625415,-0.0,-0.0,0.03427941,0.0051640384,0.009459019,45
46,0.26193568,0.25467342,0.36865085,0.29607555,0.2507966,0.36487862,0.2891717,0.37298074,0.31886345,0.22272602,0.38419354,0.30406198,0.38721547,0.29774433,0.2638799,0.25712425,0.3033413,0.3720144,0.3665638,46
47,0.23881896,0.25911683,0.23544952,0.27305236,0.22741556,0.23578721,0.27041426,0.2612,0.22777283,0.2465905,0.2789341,0.28725976,0.23911741,0.2821758,0.22031039,0.21541296,0.23286767,0.22904563,0.28115085,47
48,0.23738503,0.22220796,0.19214006,0.23008223,0.21911477,0.17188095,0.21516171,0.22796261,0.22957349,0.24591461,0.26199207,0.24883245,0.21649572,0.19345059,0.19188733,0.19097452,0.2473268,0.21731985,0.19508313,48
49,0.041252133,0.027168037,0.021120513,0.023346769,0.031016544,0.051305465,0.04769128,0.024356103,0.069568984,0.031879466,0.057557616,0.02807963,0.058306135,0.06960738,0.029516302,0.07598034,0.028144041,0.029302016,0.06992855,49
50,0.12587072,0.115697026,0.12147773,0.11611811,0.14242125,0.1420125,0.11186342,0.11886073,0.15747508,0.124402694,0.14233431,0.112115264,0.13171856,0.110373005,0.114236906,0.14816806,0.11987519,0.122292414,0.14222528,50
51,0.2022638,0.21068421,0.25526378,0.20320086,0.19604002,0.21594146,0.21915235,0.21130626,0.2376875,0.21531342,0.22739822,0.20777296,0.21610998,0.20620894,0.21884829,0.1947986,0.24908601,0.22208415,0.2192347,51
52,0.24241963,0.27452496,0.29050118,0.30994612,0.2648388,0.28913146,0.2501636,0.32656074,0.30793282,0.25207898,0.3359606,0.30144954,0.31197917,0.29872507,0.25445062,0.23979762,0.3335596,0.2846898,0.29563028,52
53,0.21865012,0.2352932,0.25722048,0.25375414,0.21452884,0.2392009,0.2521272,0.25228357,0.23185991,0.21561882,0.2867576,0.23396966,0.25276121,0.24547365,0.22196423,0.22589673,0.19667679,0.27381474,0.30780786,53
54,0.1995029,0.21160592,0.21038087,0.21642773,0.20603903,0.2186218,0.22120097,0.2581123,0.22786586,0.24681655,0.20640928,0.2070822,0.2092877,0.18989524,0.19791996,0.20810476,0.20598675,0.23611486,0.23088668,54
55,0.24724768,0.2822416,0.32254425,0.30543453,0.21628302,0.37698987,0.24797459,0.305581,0.25238344,0.18482353,0.34291494,0.23332474,0.38803723,0.2643868,0.2947736,0.20344125,0.2642026,0.27062586,0.3549908,55
56,0.14592436,0.16591717,0.14872901,0.17901517,0.15079132,0.14514238,0.17323051,0.15307789,0.19045623,0.16069497,0.16287163,0.15198831,0.18517578,0.14447217,0.13958643,0.18069853,0.15692843,0.14588481,0.1801287,56
57,0.05827461,0.0655488,0.048925854,0.057123095,0.053996503,0.097991824,0.055021342,0.054983374,0.106098644,0.0637375,0.074009046,0.07622927,0.04949554,0.0786221,0.054058533,0.058836322,0.07608932,0.059293937,0.04932703,57
58,0.14022978,0.14427032,0.21591154,0.1768145,0.15075134,0.17598991,0.14630738,0.20521034,0.21535571,0.15897499,0.18675005,0.140452,0.23387516,0.16475765,0.19101098,0.16214296,0.18617068,0.18156669,0.17420341,58
59,0.14186901,0.16598994,0.15304351,0.16389252,0.15291105,0.14782557,0.14852418,0.15733165,0.15494896,0.15677509,0.19831696,0.18875585,0.19437158,0.14728095,0.14755435,0.13987935,0.15484162,0.14038037,0.15943204,59
60,0.23666695,0.20814875,0.24517705,0.26138395,0.20458025,0.21541645,0.25324005,0.22188316,0.27190748,0.2198963,0.23767771,0.22123884,0.25567043,0.21462636,0.22303963,0.22431122,0.21425977,0.2541986,0.21295887,60
61,0.27128288,0.28075197,0.27467456,0.30186847,0.27580366,0.25555792,0.33240595,0.27493048,0.27407095,0.2892346,0.2930318,0.27544627,0.27884206,0.2785548,0.26080066,0.26297992,0.28617296,0.27181706,0.2912846,61
62,0.20681265,0.25996262,0.2319114,0.25322613,0.23665753,0.24899068,0.2603237,0.25466582,0.2539005,0.32117102,0.2948278,0.24701783,0.22998476,0.22010492,0.23615296,0.24484144,0.25034592,0.22838625,0.2499454,62
63,0.08464362,0.10148833,0.08008592,0.119896404,0.12690698,0.122206025,0.084781006,0.10471554,0.12863111,0.08683579,0.092058636,0.086231366,0.13385643,0.10047066,0.0787264,0.12727903,0.108940095,0.079088055,0.0971651,63
64,0.20680192,0.1687508,0.17527814,0.17251432,0.18290171,0.1964156,0.16965732,0.2267107,0.17805076,0.17859367,0.19664593,0.17197043,0.18223953,0.18975103,0.21934836,0.17737643,0.21941105,0.2259307,0.2033465,64
65,0.23137444,0.2776574,0.2486331,0.24528028,0.2437603,0.2315873,0.26380965,0.2775096,0.28156498,0.2601764,0.3050103,0.24571224,0.27497473,0.2732258,0.22826576,0.21998762,0.24820569,0.23010622,0.24430385,65
66,0.19791901,0.17429914,0.18236609,0.24780309,0.1827823,0.1742236,0.17822616,0.19558962,0.18823655,0.20611274,0.19641295,0.19842228,0.21478942,0.23131417,0.23198488,0.17668699,0.18426518,0.20612913,0.1964743,66
67,0.13695428,0.11521917,0.1524393,0.119815975,0.12615924,0.10610452,0.109742194,0.114255846,0.11348795,0.11456276,0.13363443,0.11615554,0.16976856,0.110109605,0.105078034,0.12349804,0.11406108,0.097940706,0.11432774,67
68,0.27986497,0.28690684,0.27916276,0.30068973,0.25097308,0.23569956,0.2890273,0.28290677,0.25779662,0.30026358,0.32559434,0.2625094,0.2824902,0.24890378,0.24441609,0.22463529,0.23747145,0.24219744,0.2716783,68
69,0.14384057,0.10954099,0.12053544,0.1603735,0.13685217,0.095894955,0.12762316,0.17685725,0.17198314,0.13723299,0.14023086,0.16858737,0.12620182,0.113674484,0.12613581,0.12496754,0.12463818,0.13046215,0.11785868,69
70,0.18684968,0.19557543,0.17387712,0.18480095,0.19158773,0.16828276,0.18116507,0.18811925,0.23366429,0.22632273,0.20791365,0.19817738,0.18914135,0.18118504,0.1820636,0.17095208,0.1830852,0.17945713,0.18479002,70
71,0.17745626,0.17230436,0.21130495,0.17583747,0.21606147,0.18081793,0.2026625,0.2319147,0.1969701,0.17614773,0.24672578,0.17485541,0.2310097,0.18512982,0.19654344,0.16580272,0.1869526,0.16628627,0.23704782,71
72,0.20667866,0.19514178,0.17036812,0.18538518,0.17232041,0.16987403,0.1932548,0.210264,0.23254982,0.19122583,0.18550389,0.22516623,0.21737261,0.18550664,0.20848764,0.17102139,0.20966943,0.21338858,0.20407541,72
73,0.23449646,0.23001584,0.26999286,0.22464159,0.228234,0.23028177,0.23938096,0.25245494,0.22743787,0.26960725,0.23965162,0.22471403,0.23763458,0.22386408,0.21674983,0.25127885,0.25447315,0.2670032,0.24481542,73
74,0.23619533,0.2575541,0.2785755,0.26327428,0.29682788,0.28016508,0.26746732,0.2793174,0.26495484,0.270687,0.33561668,0.26641673,0.29190186,0.26754823,0.27497986,0.23747332,0.2608003,0.26042438,0.26756483,74
75,-0.0,0.016968954,-0.0,-0.0,-0.0,-0.0,0.042490292,-0.0,0.022214595,-0.0,0.034857158,-0.0,-0.0,-0.0,0.020575467,-0.0,0.02883688,-0.0,0.038216565,75
76,0.27681142,0.25423717,0.28567034,0.2531433,0.26007748,0.2565427,0.253751,0.31355906,0.2820644,0.26048622,0.32078865,0.26829115,0.25447908,0.25095513,0.23478676,0.23264024,0.2560113,0.25575772,0.24694684,76
77,0.28910315,0.26082173,0.30731106,0.3204857,0.26478818,0.314475,0.26752052,0.33631217,0.279391,0.27201638,0.31982535,0.2864983,0.33022156,0.27372646,0.31355745,0.25997865,0.2754011,0.26513013,0.3099933,77
78,0.19267385,0.18492986,0.19379406,0.18888797,0.2169308,0.1948465,0.24350743,0.2104803,0.19035192,0.20831044,0.19988577,0.19865933,0.18480857,0.22355744,0.18322441,0.177407,0.22275306,0.18454868,0.2198768,78
79,0.25454304,0.19367002,0.21244286,0.20737258,0.1962082,0.22656229,0.20733601,0.2271697,0.20025648,0.25375524,0.25936452,0.2513421,0.23153475,0.21056177,0.22219238,0.22818626,0.18332389,0.19865987,0.23123196,79
80,0.21127836,0.21239617,0.23251487,0.21092875,0.2531598,0.2186371,0.22683623,0.22579402,0.21287797,0.21581863,0.26278046,0.21345215,0.22071326,0.24163614,0.21421286,0.19151247,0.23674056,0.2089563,0.27136275,80
81,0.20422019,0.22968236,0.1927168,0.18575333,0.17597894,0.16711581,0.19827582,0.19818811,0.18586184,0.20630406,0.19396526,0.20351487,0.1801894,0.18580297,0.21923056,0.17522655,0.21195579,0.18602996,0.19240342,81
82,0.17047128,0.16951089,0.19303454,0.2302365,0.17971866,0.19407836,0.19405574,0.21588063,0.18464698,0.19852786,0.21094164,0.19717723,0.21902186,0.23163089,0.19810088,0.22522293,0.18681267,0.18678962,0.19610699,82
83,0.25792116,0.25813937,0.25663346,0.30751827,0.26636064,0.27328634,0.2907075,0.2718872,0.2586732,0.2705047,0.27680215,0.25572166,0.2592322,0.25449064,0.25135574,0.2507658,0.2568667,0.30387384,0.28316364,83
84,0.22628908,0.1884989,0.22787072,0.24037033,0.13918914,0.27050862,0.17299397,0.2722395,0.21634522,0.17074206,0.28132683,0.22679201,0.29051548,0.20864764,0.20024519,0.19162692,0.2362501,0.1502238,0.2566018,84
85,0.14870155,0.11784265,0.10104593,0.103475615,0.10541254,0.10570798,0.10994154,0.113953784,0.11412092,0.14950854,0.111781165,0.12451313,0.10047044,0.11825627,0.13647331,0.14511138,0.1656416,0.1372969,0.15703502,85
86,0.24989265,0.25105187,0.2285867,0.24278201,0.24715611,0.22368976,0.26338175,0.25319648,0.24798514,0.30176347,0.27176023,0.26173908,0.24007803,0.27014285,0.23729461,0.22373146,0.23729424,0.27014306,0.24357735,86
87,0.24392982,0.20660575,0.21428926,0.23434804,0.23818055,0.22076073,0.22248784,0.25258863,0.25575945,0.2548714,0.24943711,0.26029775,0.22555493,0.21909563,0.25239938,0.24608353,0.22367351,0.22920239,0.21284926,87
88,0.19208957,0.18983255,0.23709203,0.23056811,0.20325767,0.20385307,0.19474715,0.23204367,0.20325565,0.19427212,0.23292811,0.19762596,0.22154407,0.24952422,0.20111717,0.18197984,0.21042854,0.19640677,0.20709117,88
89,0.2299259,0.24595127,0.31450033,0.25490096,0.29742762,0.28404573,0.25449026,0.27684525,0.2881942,0.25780386,0.2874521,0.2568318,0.2849558,0.25887296,0.24022114,0.2541275,0.28973645,0.25762758,0.2704719,89
90,0.12262405,0.11561743,0.12747501,0.118525945,0.10553425,0.12674773,0.130064,0.11373727,0.15790851,0.16998455,0.13694939,0.12626876,0.17141491,0.12137504,0.11825862,0.15957372,0.11029758,0.14515643,0.12672463,90
91,-0.0,0.028365683,0.029120538,-0.0,0.031189669,0.026159417,0.02778652,0.043571103,-0.0,-0.0,0.0057248957,0.03372241,0.00313624,0.001069177,-0.0,-0.0,0.035515998,-0.0,-0.0,91
92,0.17900312,0.2227035,0.29187068,0.24257016,0.25200152,0.24746503,0.26153827,0.24756509,0.25117746,0.2208259,0.3189128,0.23627652,0.34112993,0.21604165,0.20855935,0.2860049,0.23369695,0.23115994,0.2778223,92
93,0.21255659,0.23890786,0.22744107,0.24240835,0.22991683,0.2041438,0.19158536,0.20872161,0.19251707,0.22820576,0.24684237,0.22216007,0.25024524,0.20656133,0.19801508,0.18143544,0.21552207,0.19168147,0.22301927,93
94,0.10387182,0.13871284,0.09952015,0.13498156,0.107839674,0.11675595,0.11918718,0.11024036,0.10653388,0.11493725,0.109514356,0.11614245,0.1357435,0.13847369,0.13720576,0.15220265,0.1381557,0.14791065,0.111645944,94
95,0.22380961,0.2302988,0.26163825,0.27922243,0.217087,0.27880225,0.26787186,0.25612804,0.28626612,0.24055421,0.26136357,0.28001654,0.26049566,0.23707555,0.22157396,0.23896253,0.2168239,0.22578931,0.24304767,95
96,0.18111616,0.14689839,0.11907405,0.13551486,0.13083017,0.094730005,0.15554592,0.13340959,0.14901865,0.13555905,0.15551093,0.16401735,0.12468907,0.12449094,0.117054105,0.14124945,0.122072555,0.14490706,0.11280414,96
97,0.21235242,0.28276908,0.4022419,0.41392496,0.18653932,0.37474397,0.19753438,0.35607716,0.229408,0.21579903,0.38581675,0.21065596,0.4959072,0.36816144,0.30465984,0.17422432,0.26932585,0.2552775,0.37841028,97
98,0.26569292,0.2664789,0.3095048,0.3178789,0.27419633,0.3377672,0.30588692,0.32285082,0.27531937,0.28746966,0.32513824,0.27870235,0.31102005,0.31104082,0.27263993,0.23725063,0.25528577,0.30417082,0.29228374,98
99,0.2248785,0.22927336,0.25801593,0.26297483,0.20780054,0.267164,0.2571123,0.2694839,0.28383377,0.28952757,0.26197478,0.23692703,0.26007488,0.24232203,0.23331521,0.21220292,0.25932437,0.23817737,0.280022,99
100,0.17770252,0.22337925,0.18621805,0.21918942,0.20482825,0.21909946,0.19984329,0.18196954,0.17341381,0.1887789,0.18943322,0.18300691,0.20125273,0.17473854,0.17533068,0.16450627,0.17867355,0.17750503,0.18760021,100
101,0.13039887,0.16790769,0.17287064,0.14600259,0.13999659,0.124476336,0.13698144,0.1495185,0.1781981,0.15419176,0.18055421,0.14164995,0.15871595,0.19478115,0.13122255,0.12369572,0.1437927,0.13407291,0.13916862,101
102,0.10005331,0.11914851,0.079878844,0.074602716,0.103723384,0.08017127,0.076052725,0.0730573,0.08754721,0.07586011,0.085608035,0.08278093,0.07960865,0.075926706,0.07336567,0.085349545,0.06646918,0.099613175,0.07346542,102
103,0.1525362,0.110169426,0.099717796,0.14931007,0.1563504,0.12026454,0.15709753,0.11141527,0.11839341,0.115386,0.15151942,0.10472184,0.09979005,0.10953045,0.13135104,0.103626564,0.11872311,0.11831097,0.14487499,103
104,0.10747769,0.13886687,0.12420417,0.11872209,0.117101416,0.08341875,0.105772935,0.11968235,0.11318148,0.12053588,0.09650797,0.0912073,0.07699333,0.11568104,0.14554682,0.102463596,0.12443083,0.11081227,0.09432085,104
105,0.04213829,0.008161355,0.0008767955,-0.0,0.045287658,0.00807675,0.041555833,0.017205585,-0.0,-0.0,-0.0,0.047812555,-0.0,-0.0,0.0036571026,0.038532887,0.020691264,-0.0,0.023195852,105
106,0.19185041,0.16474538,0.19531457,0.22831763,0.20094086,0.1935275,0.17658941,0.19996889,0.18014312,0.16535904,0.26536745,0.18699159,0.22598037,0.1648037,0.16282804,0.20194092,0.17477144,0.18197721,0.18926345,106
107,0.20679931,0.20359609,0.2194153,0.20861016,0.22652306,0.24007843,0.23039857,0.21967353,0.24546291,0.26612648,0.26487714,0.22536604,0.23800509,0.20701462,0.21098633,0.21518758,0.22211654,0.20743942,0.22295086,107
108,0.25924453,0.25395387,0.25147828,0.288612,0.25245252,0.23633331,0.2572678,0.28199312,0.25739038,0.31319737,0.26667953,0.2997236,0.26706907,0.27569577,0.25058818,0.29906452,0.29397714,0.28508714,0.29278892,108
109,0.08309912,0.08157195,0.091100134,0.08820587,0.0801703,0.08372422,0.13279602,0.09195939,0.09030211,0.08565689,0.13501692,0.098775916,0.13007846,0.08423543,0.08014344,0.08116268,0.09705232,0.09103981,0.12361774,109
110,0.07532856,0.07494895,0.077901356,0.09425156,0.112836376,0.10424306,0.12083696,0.08691818,0.10231942,0.084519714,0.08205065,0.11133537,0.10562894,0.08573809,0.08715145,0.11599165,0.0745212,0.07839374,0.09765397,110
111,0.060772996,0.09492553,0.051912658,0.0622573,0.0647189,0.09492482,0.05748151,0.060031712,0.090663224,0.073375866,0.08280034,0.078000344,0.05610492,0.06187409,0.05248774,0.056975134,0.08068736,0.070501536,0.06115441,111
112,0.16864061,0.16461687,0.19111793,0.16710703,0.17712523,0.16100194,0.17435016,0.22003916,0.17758988,0.17232919,0.18314609,0.17721902,0.1801328,0.16636841,0.18567228,0.19186768,0.16705585,0.19923738,0.16887864,112
113,0.2048319,0.21112211,0.21509336,0.26851627,0.2469355,0.20621811,0.21446252,0.22795703,0.23199022,0.22365212,0.26891124,0.22072397,0.22652406,0.23858975,0.22181302,0.19925341,0.24535409,0.2385679,0.25797173,113
114,0.044976763,0.07123267,0.047462784,0.09172204,0.07874038,0.045023028,0.09143712,0.049022924,0.07979489,0.04777823,0.057380363,0.045744896,0.061426394,0.0892739,0.044013064,0.04137957,0.09110146,0.06611862,0.0987484,114
115,0.24409866,0.2564347,0.2392773,0.23711504,0.2366409,0.28297547,0.28352118,0.25959602,0.2678212,0.25012645,0.2885779,0.25109008,0.30240402,0.2776289,0.24807557,0.28379238,0.24390914,0.22831836,0.25031856,115
116,0.24155289,0.31805557,0.29546982,0.26049122,0.2265792,0.2947854,0.20744143,0.32787186,0.29118207,0.23725514,0.34795478,0.2576416,0.3351221,0.27362654,0.26377773,0.20301606,0.24640743,0.21995358,0.3341356,116
117,0.2199355,0.23845834,0.2460186,0.24371737,0.23780853,0.24485868,0.22215168,0.23254009,0.2704291,0.23990253,0.23481718,0.2230375,0.21003318,0.21695766,0.21800798,0.22298434,0.22855607,0.26481587,0.23933026,117
