,0,1,2,3,4,5,6,7,8,9,movieId
18,0.5518486,0.49059486,0.1375258,-0.25681898,-0.092899166,0.13781093,-0.4370589,-0.25594604,0.19819725,0.628732,18
19,0.44210902,0.4499253,0.22611824,-0.20837128,-0.18783258,0.048460595,-0.48387533,-0.12855323,0.18210338,0.3120084,19
20,0.48370484,0.3309626,0.101964355,-0.07182747,-0.005570446,0.11225221,-0.42618895,-0.16654417,0.2296738,0.3949047,20
21,0.6016468,0.5959318,0.15632465,-0.19908664,-0.107077666,0.040081546,-0.5267604,-0.26209262,0.29048052,0.45445517,21
22,0.54940677,0.44602183,0.17746337,-0.2621904,-0.12675303,0.1329378,-0.47812855,-0.16188258,0.23055802,0.48276713,22
23,0.5453094,0.45839655,0.15421951,-0.25389603,-0.07711022,0.12799446,-0.41255462,-0.13579579,0.2148008,0.46033934,23
24,0.5908768,0.49239317,0.21208459,-0.20091069,-0.087951615,0.14009818,-0.42646623,-0.13554624,0.2583464,0.5332175,24
25,0.60803217,0.63146365,0.252936,-0.21167849,-0.1054958,0.2328066,-0.46811375,-0.16765614,0.15149036,0.6075746,25
26,0.5590569,0.45296875,0.20954497,-0.10050456,-0.032789387,0.12591687,-0.46996304,-0.22892646,0.3012427,0.5973814,26
27,0.40576276,0.30171096,0.100084364,-0.12748149,-0.015312839,0.087264575,-0.29999763,-0.12586224,0.15211733,0.3667464,27
28,0.49035028,0.44845256,0.13972822,-0.14411104,-0.038281463,0.18142723,-0.5289182,-0.29368886,0.34404644,0.6666584,28
29,0.68040735,0.58216757,0.26077342,-0.24544333,-0.14709389,0.16427171,-0.53326315,-0.14590341,0.30012378,0.58880657,29
30,0.15239015,0.15886603,0.022399321,-0.06320309,0.013587104,0.07896278,-0.2318422,-0.09938877,0.11816437,0.25312394,30
31,0.6102442,0.53491217,0.21522233,-0.25636888,-0.11815575,0.1393017,-0.45232812,-0.15056068,0.13005832,0.52644217,31
32,0.7615666,0.7264722,0.22906384,-0.21698987,-0.18522549,0.19168887,-0.5183067,-0.11572741,0.26291203,0.51608235,32
33,0.794236,0.5260646,0.11079551,-0.19506644,-0.05395885,0.10794077,-0.5988259,-0.26146615,0.21824224,0.42219537,33
34,0.746787,0.6187104,0.22664857,-0.23789635,-0.08577963,0.15797172,-0.5157169,-0.2776445,0.19763206,0.5258927,34
35,0.2460081,0.116383,0.06367345,-0.057726234,-0.042586967,0.08322654,-0.15571089,-0.080275804,0.16042891,0.20988701,35
36,0.5585351,0.529985,0.2295972,-0.13313474,-0.07036155,0.07269715,-0.5191998,-0.26548725,0.15110168,0.45876485,36
37,0.11051704,0.13145442,0.09403581,-0.08644182,0.013871087,0.019819057,-0.21416563,-0.03036809,0.081233904,0.13405894,37
38,0.6580448,0.5368726,0.24805576,-0.18599527,-0.026917895,0.18274373,-0.48092538,-0.30244341,0.24597667,0.6177643,38
39,0.33254638,0.32278982,0.093514934,-0.059849236,0.007587418,0.12641695,-0.37645546,-0.10258371,0.23256007,0.4338525,39
40,0.3609973,0.30809397,0.05534047,-0.08713937,0.011689949,0.15106466,-0.28647208,-0.22385134,0.15230183,0.38282573,40
41,0.42236736,0.43829742,0.08411008,-0.22235471,-0.002285874,0.12669162,-0.37299353,-0.107480995,0.23058437,0.37918928,41
42,0.60206133,0.59143114,0.09993054,-0.15092209,-0.11374342,0.15450399,-0.49756,-0.22527753,0.1694271,0.5319581,42
43,0.4737246,0.34920552,0.122176334,-0.15249944,-0.0038711797,0.06695667,-0.32674336,-0.16183273,0.16511893,0.46711606,43
44,0.85016793,0.71770966,0.24318914,-0.35744405,-0.36960003,0.09305413,-0.62185895,0.0006933927,0.17194776,0.4452609,44
45,0.56519455,0.5128145,0.2666573,-0.2429976,-0.06811384,0.10773742,-0.43619233,-0.1645523,0.1409455,0.44622722,45
46,0.04249345,0.024025533,-0.04014473,0.01831616,-0.03350091,-0.04250294,0.024027172,-0.0023843646,0.0010637268,-0.016793407,46
47,0.7761955,0.7265543,0.24677214,-0.26405445,-0.27702177,-0.022109574,-0.6404081,-0.11023595,0.25411043,0.609027,47
48,0.526227,0.4615264,0.11014578,-0.14765114,0.045517202,0.11676698,-0.4344358,-0.29527822,0.20565905,0.6264299,48
49,0.32227972,0.17744201,0.1003732,-0.033472896,0.041670844,0.08931207,-0.3395131,-0.23849873,0.16143699,0.4781659,49
50,0.0976196,-0.0030706788,0.017815234,0.015162102,-0.014367552,-0.014302273,-0.056940254,-0.01631171,0.10124466,0.07289109,50
51,0.23100248,0.1986048,0.03152546,-0.03702276,0.008532966,0.1163858,-0.19909635,-0.08955749,0.13526694,0.23252742,51
52,0.45455894,0.41140282,0.12191971,-0.09841733,-0.014256502,0.0738968,-0.39299002,-0.16181625,0.18782918,0.4950258,52
53,0.6579713,0.7005038,0.18558614,-0.18595049,-0.1396002,0.25110278,-0.5361419,-0.17363368,0.25338146,0.5617802,53
54,0.55237365,0.5077606,0.24602263,-0.21127138,-0.036451988,0.079074815,-0.45966414,-0.18022421,0.24948858,0.51359534,54
55,0.42194167,0.3589142,0.06510952,-0.092972994,0.02256298,0.07184847,-0.3275489,-0.19493015,0.25168934,0.41852933,55
56,0.8198978,0.7344538,0.31593454,-0.3390482,-0.20987034,0.09282118,-0.48528895,-0.15539068,0.21273158,0.38310716,56
57,0.2729294,0.24528399,0.1598216,-0.03534011,0.02085411,0.11637889,-0.22944152,-0.06962677,0.11260469,0.3624754,57
58,0.0739692,0.09766222,0.013991409,-0.055336434,-0.035393655,0.067735985,-0.10109073,-0.07173449,0.032142106,0.14093316,58
59,0.3698969,0.37417063,0.10641305,-0.18332717,-0.098563194,0.092672385,-0.32592556,-0.11365353,0.23597604,0.36390993,59
60,0.36769235,0.3229669,0.07654869,-0.16191414,0.01816909,0.088143945,-0.3192358,-0.11550147,0.11049875,0.27796417,60
61,0.35507366,0.37733662,0.10818929,-0.16993585,0.06671966,0.06530372,-0.3431035,-0.2504768,0.2504575,0.4495355,61
62,0.61158305,0.5283706,0.23291694,-0.11600342,-0.07284579,0.1502106,-0.51251656,-0.19056533,0.37235078,0.63122046,62
63,0.6657555,0.4615672,0.16203104,-0.174051,-0.054609064,0.09788098,-0.500172,-0.16143642,0.2941592,0.45074478,63
64,0.14208065,0.19624375,0.0476032,-0.010898095,0.0220633,0.098844364,-0.19128573,-0.051144216,0.059576895,0.20398079,64
65,0.42151615,0.3537226,0.09540991,-0.15074228,-0.0072368556,0.09226442,-0.29928318,-0.14553855,0.20922913,0.37638324,65
66,0.5437131,0.4621686,0.16256253,-0.16292849,-0.06676721,0.18439761,-0.49996507,-0.20547451,0.297952,0.5496713,66
67,0.3305068,0.28758472,0.088102914,-0.14349936,-0.005900619,0.054476142,-0.3053116,-0.19927436,0.13653286,0.3462259,67
68,0.23952506,0.19114801,0.02318861,-0.035577547,0.040717527,0.03277095,-0.16176577,-0.08160618,0.08165746,0.24385443,68
69,0.6534271,0.44907355,0.1694086,-0.15063274,-0.050287116,0.19560161,-0.50796837,-0.20771322,0.3078721,0.5775866,69
70,0.18794052,0.10916628,-0.007521991,-0.054653566,-0.007774607,0.12162148,-0.2638524,-0.16235799,0.10311239,0.30405614,70
71,0.35981467,0.30702955,0.081378445,-0.026671031,-0.03605011,0.12286102,-0.3033769,-0.20069253,0.21321525,0.4077253,71
72,0.4234971,0.36159003,0.13026536,-0.102744855,-0.0054547903,0.1363038,-0.3747404,-0.19437845,0.21416715,0.41388518,72
73,0.36651057,0.32254156,0.08279247,-0.12685412,0.017905233,0.05846001,-0.27245954,-0.21223189,0.2063208,0.39107573,73
74,0.5114046,0.4874673,0.074674554,-0.12781243,0.017518481,0.15245333,-0.44407928,-0.24886212,0.24241814,0.51994044,74
75,0.5263316,0.5040853,0.10313233,-0.17978202,0.0042690616,0.17920418,-0.42079622,-0.25333485,0.31275067,0.5273697,75
76,-0.024380922,0.028490756,0.03894261,0.013676655,0.048808876,-0.030926669,0.025268864,-0.009946287,0.04237957,-0.028151346,76
77,0.4965868,0.42971477,0.12697059,-0.19166718,-0.07556599,0.16069733,-0.40916216,-0.21216032,0.26618725,0.59563315,77
78,0.6407823,0.62630075,0.1685061,-0.2040584,-0.09372179,0.111258835,-0.55329216,-0.2464319,0.32720226,0.6044674,78
79,0.35364917,0.33581588,0.13857049,-0.0855745,-0.009341146,0.17264214,-0.3516605,-0.22480632,0.22608002,0.46108133,79
80,0.45354348,0.4218731,0.19716448,-0.18507145,-0.108163886,0.073957436,-0.43409365,-0.16328451,0.2910002,0.46954677,80
81,0.4651734,0.42052427,0.13193029,-0.121734865,0.005956973,0.13510033,-0.40923512,-0.16731305,0.28317067,0.47269648,81
82,0.3869462,0.3932476,0.051890913,-0.08842532,-0.013970445,0.14649132,-0.31302056,-0.2399157,0.1803761,0.41873693,82
83,0.42645267,0.38402697,0.11012717,-0.14974493,-0.061937254,0.14863557,-0.40007448,-0.19577655,0.16801152,0.35692766,83
84,0.55808884,0.52288806,0.2004406,-0.16958556,-0.032435417,0.17290513,-0.47577974,-0.2151075,0.27773672,0.57622385,84
85,0.48151982,0.64505935,0.22282507,-0.30620438,-0.114187084,0.05354552,-0.4540007,-0.128171,0.068219826,0.35926148,85
86,0.13549814,0.2483958,-0.052324872,0.018316189,0.038308054,0.0959581,-0.17493543,-0.15559822,0.137978,0.29035953,86
87,0.43685976,0.33494374,0.15274188,-0.08099089,-0.027375227,0.11297355,-0.47150448,-0.2851671,0.2677584,0.6046486,87
88,0.37105414,0.32812065,0.05130583,-0.07414822,-0.03865055,0.17926751,-0.3625775,-0.24937746,0.23440374,0.48710966,88
89,0.41543272,0.43666652,0.10953581,-0.1894688,-0.07896001,0.053150214,-0.36003092,-0.16996212,0.24552086,0.45686138,89
90,0.6253727,0.479011,0.20119101,-0.14526819,-0.045678694,0.15448788,-0.49040878,-0.17703235,0.2715566,0.62454873,90
91,0.26524472,0.2481972,0.10009058,-0.11130796,-0.08563094,0.093160935,-0.19863367,-0.06296226,0.111566134,0.2664999,91
92,0.0020785816,-0.014316846,0.032780793,0.023461405,-0.02645799,0.005016338,0.03270879,-0.026803112,0.00022671372,0.0032692924,92
93,0.6730246,0.48748422,0.23029806,-0.2766724,-0.24467425,0.08146834,-0.50449264,-0.16430917,0.21040066,0.44739017,93
94,0.5370952,0.44185483,0.17646031,-0.17180482,-0.12111403,0.113727,-0.40633932,-0.14912724,0.22485077,0.4148649,94
95,0.17758948,0.18137367,0.052104987,-0.086083494,0.021616723,0.10286356,-0.17882212,-0.080347165,0.16298342,0.22982006,95
96,0.56052095,0.5409224,0.20475538,-0.13946427,-0.039172225,0.12223543,-0.45833954,-0.23443298,0.21733221,0.52027893,96
97,0.18218061,0.07991372,-0.0021880488,-0.056787565,0.039823327,0.11467977,-0.20583086,-0.19359554,0.11386804,0.342726,97
98,0.84323716,0.8641813,0.2625067,-0.44217986,-0.4055896,0.15494148,-0.5698188,-0.12629978,0.23070545,0.28215492,98
99,0.7222401,0.5103283,0.18509264,-0.2430065,-0.19172686,0.16544896,-0.55015576,-0.22637875,0.20639288,0.6759173,99
100,0.5837578,0.46429586,0.19522269,-0.17808315,-0.11447177,0.1962095,-0.5161281,-0.23911834,0.23373961,0.51668876,100
101,0.41695353,0.2980691,0.1139395,-0.06138943,0.0074798237,0.09835835,-0.27703843,-0.13374677,0.11707308,0.40101296,101
102,0.25023702,0.2361002,0.09178529,-0.13798967,0.031214904,0.0834756,-0.14007558,-0.053902898,0.14136569,0.22009118,102
103,0.14294295,0.14155467,0.048559073,-0.07106324,0.003489424,0.042160753,-0.15795101,-0.064823106,0.025510976,0.14659439,103
104,0.22862582,0.18459429,0.031068545,-0.0030739577,0.017084572,0.12897985,-0.20000143,-0.15136252,0.16062225,0.21451922,104
105,0.1738144,0.079481855,-0.01012695,-0.033623148,0.013873313,0.07711984,-0.15883425,-0.14344396,0.18043564,0.25327897,105
106,-0.016484987,0.0011438131,-0.03411733,-0.021737063,-0.032324005,0.026921038,-0.010277055,-0.016634583,0.03662808,-0.032858565,106
107,0.5144015,0.35975552,0.18063109,-0.1089187,-0.12990859,0.103535295,-0.32408497,-0.122047186,0.14361253,0.41145778,107
108,0.37818068,0.26090917,0.1193024,-0.06653712,-0.013250571,0.23309949,-0.33284765,-0.21006462,0.1939266,0.49053568,108
109,0.5592266,0.39994314,0.12732376,-0.13474348,-0.044756737,0.1540757,-0.5383976,-0.2274307,0.30855173,0.67889047,109
110,0.1728065,0.14007163,0.06682976,-0.023380358,0.02709781,0.057873193,-0.15700668,-0.120673396,0.12584083,0.19516976,110
111,0.12562668,0.115754165,0.04054379,-0.059727047,-0.057597503,0.033688024,-0.15540583,-0.08546087,0.122066304,0.15645304,111
112,0.11824577,0.07859813,0.02947782,-0.052359894,0.021690022,0.013109751,-0.11014556,-0.079001956,0.061726656,0.099212885,112
113,0.3277822,0.28729066,0.1327811,-0.053216934,-0.044751134,0.09387841,-0.3081825,-0.12841326,0.2191877,0.3515467,113
114,0.5400979,0.48395857,0.15107071,-0.09804579,-0.054883398,0.17557858,-0.40829012,-0.23678456,0.24754728,0.47782886,114
115,0.051897086,0.06817865,0.06570337,-0.039558984,0.03040668,-0.0050102468,-0.03972641,-0.014426193,-0.0069302283,0.056719195,115
116,0.5516193,0.5106947,0.18760327,-0.22738273,0.005302822,0.16196634,-0.46378726,-0.28081793,0.24442671,0.5689965,116
117,0.611065,0.6406966,0.27852416,-0.23259002,-0.07859941,0.17032085,-0.49222615,-0.24422762,0.14466655,0.5836514,117
118,0.5105897,0.36832067,0.09883948,-0.08693548,-0.036127873,0.16113286,-0.41659167,-0.21448526,0.2888702,0.5159644,118
119,0.5380144,0.4720599,0.2000161,-0.11536396,-0.09431553,0.12398334,-0.46271005,-0.24067935,0.24614374,0.49906594,119
120,0.34319866,0.29389328,0.13422967,-0.11734075,-0.011473274,0.077544555,-0.21129964,-0.16146556,0.13247088,0.35117373,120
121,0.5560533,0.52112657,0.10813547,-0.12618229,-0.085796446,0.15467775,-0.48726252,-0.23807032,0.2423043,0.563561,121
122,0.24347818,0.16075802,0.041300442,-0.084017724,-0.04612849,0.09495588,-0.13442245,-0.12133263,0.11191333,0.19825271,122
123,0.13337341,0.023483483,0.046641402,-0.026027652,0.036875777,0.012598471,-0.13216704,-0.0847819,0.021657407,0.16901731,123
124,0.8500335,0.61663514,0.22505389,-0.41998795,-0.30508283,0.08019933,-0.5714455,-0.23741077,0.1678572,0.35385478,124
125,0.618031,0.53514075,0.22059757,-0.13597438,0.0009959149,0.25514817,-0.5089458,-0.2519363,0.29403743,0.5356009,125
126,0.013979635,0.06647386,0.034339666,-0.025447922,0.0031173497,0.05031035,-0.054999392,0.021685366,0.056818217,0.091472425,126
127,0.67677736,0.5756433,0.24851486,-0.2985405,-0.28181893,-0.045176763,-0.5068018,-0.055631045,0.15949222,0.22141524,127
128,0.57163465,0.43805835,0.17971309,-0.17885022,-0.06571455,0.14043298,-0.52653545,-0.22375266,0.24239221,0.5893898,128
129,0.24047711,0.25517526,0.07913831,-0.051854677,0.011286483,0.10882605,-0.27129653,-0.09582202,0.17321794,0.2671011,129
130,0.32649496,0.27445388,0.056987964,-0.09348262,-0.0014299165,0.08399917,-0.30411062,-0.15997,0.25077695,0.4265497,130
131,0.43589383,0.24496083,0.049088154,-0.11438507,-0.017161885,0.1020108,-0.29217163,-0.21097055,0.28163266,0.46135733,131
132,0.49941936,0.45005578,0.24447635,-0.22422265,-0.033027865,0.12503628,-0.43115476,-0.12822047,0.1059062,0.33924326,132
133,0.45693874,0.28091943,0.07892183,-0.12400792,-0.02429035,0.13838454,-0.35135528,-0.15602884,0.19917269,0.46710464,133
134,0.4993568,0.622404,0.24057306,-0.29330307,-0.05678925,0.05764288,-0.49537346,-0.13393764,0.04604788,0.38904336,134
135,0.84113365,0.6210993,0.19009498,-0.38199,-0.24521935,0.044077367,-0.62045956,-0.12595378,0.18801443,0.42126113,135
136,0.56395525,0.50894564,0.15474276,-0.21306857,-0.032444607,0.1488211,-0.5010522,-0.23869976,0.3060624,0.6655208,136
137,0.49379945,0.49570504,0.13157962,-0.1874266,-0.111077785,0.22035377,-0.54369307,-0.20117815,0.23074512,0.6148658,137
138,0.50316894,0.43245283,0.16607417,-0.119174875,-0.05080313,0.23614392,-0.48600677,-0.23760661,0.29014254,0.5653448,138
139,0.6613855,0.6441384,0.2546629,-0.24333802,-0.1055906,0.09407462,-0.5394723,-0.10714012,0.16974688,0.44749954,139
140,0.15539414,0.13198927,0.07784392,-0.03320801,0.057114102,0.13653043,-0.28617918,-0.19039795,0.09037781,0.32676443,140
141,0.60052854,0.6012983,0.19284564,-0.22394702,-0.12558216,0.083759375,-0.60264665,-0.19909179,0.106913336,0.48735705,141
142,0.4500152,0.28782788,0.12187624,-0.08569467,0.0024705026,0.17131414,-0.32414034,-0.19458723,0.18190299,0.38982058,142
143,0.580464,0.48639306,0.106335305,-0.14269227,-0.08548061,0.19453394,-0.40702206,-0.119912185,0.23444389,0.47551164,143
144,0.4315463,0.37781027,0.13253692,-0.14040513,-0.07489893,0.06847541,-0.43686298,-0.18210025,0.2509134,0.49617112,144
145,0.50982875,0.4056334,0.1246407,-0.18072066,-0.02551884,0.092733614,-0.39543706,-0.17293015,0.26986188,0.33258578,145
146,0.43397692,0.40140215,0.258107,-0.17119251,-0.0015983192,0.12691133,-0.38597384,-0.15890926,0.113571025,0.3622853,146
147,0.3977253,0.33518147,0.10548267,-0.11583316,-0.019288728,0.11154428,-0.29928988,-0.1241934,0.15218802,0.35435092,147
148,0.6559593,0.46080145,0.20022231,-0.12949142,-0.045089357,0.24731748,-0.52184963,-0.21441813,0.21888898,0.6661146,148
149,0.6331297,0.4649357,0.1303303,-0.22584409,-0.049545832,0.21541871,-0.5029587,-0.28975052,0.34038213,0.6022683,149
150,0.44759437,0.3753179,0.16391166,-0.08900053,-0.019707916,0.15184928,-0.41077122,-0.19958246,0.17633063,0.4593008,150
151,0.018565323,0.0012811907,-0.039728593,-0.013866913,-0.020292819,-0.029693795,0.023401741,0.017106723,-0.049578417,-0.021553112,151
152,0.10904837,0.04546235,0.08329549,0.006417073,0.06208598,0.098969124,-0.09611849,-0.100379825,0.11596673,0.17882106,152
153,0.59263533,0.3844944,0.17046718,-0.2055893,-0.06734653,0.21983042,-0.41713655,-0.19603807,0.32748377,0.54801893,153
154,0.40687937,0.33393216,0.116911694,-0.078430854,0.0032247757,0.12143446,-0.2397784,-0.187531,0.11211893,0.25579247,154
155,0.21629445,0.1996254,-0.0011763482,-0.09313943,-0.045202892,0.057678293,-0.1577743,-0.05631876,0.14160633,0.20587257,155
156,0.22286479,0.18482701,0.045458972,-0.07568489,0.045316264,0.101389945,-0.26846814,-0.2683628,0.12640299,0.39380488,156
157,0.60061544,0.61220115,0.15183242,-0.29606536,-0.15847704,0.0055819554,-0.52415764,-0.15752773,0.1184864,0.2625807,157
158,0.55302745,0.45915052,0.23386945,-0.21171497,-0.11068111,0.08613386,-0.43100175,-0.16532283,0.14800338,0.39047244,158
159,0.41307122,0.37586582,0.040459976,-0.06613743,0.012801928,0.12303051,-0.30917487,-0.20891283,0.26405415,0.4435111,159
160,0.5817277,0.4578834,0.10320513,-0.13985151,-0.054867312,0.20549394,-0.47563887,-0.21953647,0.3576356,0.57929474,160
161,-0.007086944,0.033749547,-0.044661272,-0.04083829,0.028992478,-0.016273368,0.038807336,0.0017760172,0.017360281,0.03812096,161
162,0.19055955,0.18941724,0.020852163,-0.039248727,-0.020239256,0.09034151,-0.20286173,-0.17265004,0.08500962,0.255525,162
163,0.21359803,0.16602272,0.07764423,-0.10232252,-0.054803856,0.064445734,-0.25007713,-0.06278218,0.15125567,0.26517826,163
164,0.48874107,0.38937777,0.14412746,-0.14953582,-0.10096415,0.045747515,-0.40715998,-0.14472881,0.19468069,0.4011913,164
165,0.4529484,0.43813372,0.116743736,-0.14278267,-0.08671835,0.10581347,-0.40973738,-0.2761977,0.27901524,0.5419693,165
166,0.57341427,0.43516266,0.14948179,-0.13857219,-0.045985784,0.18987441,-0.4144048,-0.26055738,0.27338094,0.4339161,166
167,0.38228637,0.44120607,0.18356074,-0.118052445,-0.06452799,0.07046064,-0.42902285,-0.19055033,0.1896514,0.3196906,167
168,0.59929633,0.584205,0.11670407,-0.18670925,-0.062028907,0.2003462,-0.5592752,-0.19119528,0.20168687,0.6215186,168
169,0.38327995,0.41638464,0.031096417,-0.10477862,0.08748163,0.19770698,-0.49752465,-0.3235015,0.22936465,0.5936944,169
170,0.18478931,0.1903425,0.054896146,-0.01757525,0.04007572,0.015102559,-0.1198789,-0.09930267,0.036798287,0.13825235,170
171,0.18515624,0.09415051,0.044804458,-0.040859003,-0.0061169593,0.052804444,-0.11932047,-0.12893,0.09703361,0.20236199,171
172,0.5708431,0.4869255,0.14847794,-0.19094701,-0.08332781,0.15502067,-0.49246153,-0.23384118,0.3008469,0.52012205,172
173,0.43305483,0.43011168,0.15750033,-0.20651773,-0.0848178,0.15326574,-0.3780958,-0.1463901,0.24424915,0.46673253,173
174,0.4668016,0.4098891,0.12978144,-0.15234873,-0.065222144,0.14129622,-0.3895937,-0.24143207,0.21262781,0.48905212,174
175,0.25076503,0.113106705,0.027656995,-0.029844323,0.009714596,0.080107324,-0.30296317,-0.17460714,0.1271074,0.36177254,175
176,0.5811648,0.38500834,0.16304696,-0.16929372,-0.12278575,0.10842622,-0.48690224,-0.10382399,0.22337839,0.42890933,176
177,0.5289401,0.55764997,0.23507114,-0.26402545,-0.14442629,0.010263628,-0.43218526,-0.046337284,0.09181403,0.4132423,177
178,0.2581639,0.16457008,0.013763902,-0.015722198,-0.0042963154,0.10669969,-0.17828722,-0.20177014,0.24628161,0.3058813,178
179,0.31285188,0.22369443,0.12584318,-0.10265342,0.0058434014,0.1550493,-0.2080287,-0.17449045,0.19726345,0.35732484,179
180,0.2903417,0.27499333,0.09793314,-0.04753235,-0.0092851315,0.095390625,-0.2117266,-0.121384576,0.0895824,0.3184155,180
181,0.22200595,0.1770096,0.08221729,-0.03290826,0.0071684285,0.047184646,-0.15112849,-0.11835419,0.09408051,0.24205846,181
182,0.4765574,0.40236947,0.073860586,-0.12371693,-0.07161768,0.08411393,-0.34650344,-0.12487371,0.24923235,0.4694676,182
183,0.36308312,0.23367113,0.050143655,-0.07627845,0.0030998858,0.08513488,-0.3502942,-0.24574398,0.15333433,0.41432106,183
184,0.5993947,0.48582247,0.08160006,-0.14878286,-0.0792455,0.14170955,-0.5432774,-0.21336995,0.30672798,0.6871223,184
185,0.64949375,0.52119964,0.26637107,-0.29342976,-0.20861088,0.08113236,-0.4230544,-0.04285503,0.2742111,0.45218226,185
186,0.1878517,0.1488687,0.056282245,-0.07680494,0.015984245,0.0955785,-0.12862934,-0.117486894,0.055829022,0.21460071,186
187,0.61109877,0.49326432,0.17130625,-0.29516965,-0.045508724,0.13120387,-0.50521773,-0.14905798,0.17547663,0.51812357,187
188,0.1581291,0.100704044,0.05650268,-0.033889215,0.02968513,0.04516289,-0.19078064,-0.09485893,0.04227709,0.15410452,188
189,-0.028773963,0.0027520172,0.0058522336,0.03895631,-0.0083273165,0.020937596,-0.04446534,-0.036954522,-0.0007182583,-0.026112413,189
190,0.5999905,0.50684506,0.13382055,-0.11001299,0.044500645,0.10213143,-0.5155821,-0.23636264,0.25729746,0.5673134,190
191,0.66737163,0.513231,0.26701012,-0.25563836,-0.14304975,0.1641835,-0.5800521,-0.16359158,0.2610264,0.5246363,191
192,0.5529126,0.54560584,0.19869117,-0.16170557,0.0046644085,0.171336,-0.58147764,-0.24674904,0.30089724,0.59362274,192
193,0.6549967,0.6154663,0.18864319,-0.29637682,-0.10199031,0.027941946,-0.62135285,-0.13175888,0.1545385,0.49670455,193
194,0.51848817,0.42561212,0.172688,-0.19957842,-0.006631452,0.06496254,-0.47175324,-0.17877507,0.28355035,0.43260512,194
195,0.22523098,0.20169832,0.059948955,-0.124441504,0.020697663,0.06250067,-0.24176854,-0.08324501,0.076013245,0.21424706,195
196,0.43336242,0.35524583,0.16389848,-0.17066206,-0.0121215815,0.14616458,-0.3769582,-0.13165662,0.21628909,0.43791094,196
197,0.54699653,0.49493527,0.17001913,-0.16638723,-0.10175045,0.19654334,-0.5165039,-0.22741596,0.22534454,0.5517575,197
198,0.55332965,0.5466142,0.21069057,-0.32947978,-0.18064268,0.07722685,-0.44072813,-0.21152845,0.04260958,0.3689757,198
199,0.4726132,0.32164073,0.0210436,-0.13088284,0.042908005,0.18364874,-0.4892182,-0.29651853,0.26915988,0.60889703,199
200,0.52134866,0.41321042,0.11209568,-0.11998914,0.0033867622,0.18862246,-0.5118428,-0.22294636,0.33576363,0.6007932,200
201,0.43795842,0.38205847,0.15476887,-0.15730605,-0.005131214,0.14593352,-0.41493434,-0.19065952,0.18879822,0.36734676,201
202,0.60570097,0.5531022,0.20927107,-0.23953603,-0.106877856,0.19914484,-0.54751927,-0.24985366,0.2938604,0.46592927,202
203,0.66885346,0.54758036,0.26933706,-0.19316463,-0.12392688,0.06445103,-0.5115729,-0.13452561,0.19846617,0.4702658,203
204,0.52174664,0.45755696,0.1500647,-0.10008857,-0.100423165,0.20753762,-0.5099245,-0.25458527,0.22117032,0.5279496,204
