movie_id,Plot
1284,"In Regency England, an exotically-dressed woman is found in the fields, speaking a language no-one can understand. She ends up at the home of the Worrall family, the local gentry. Their Greek butler, Frixos, thinks the woman is a fraud from the start. Mr. Worrall sends her to the magistrate to be tried for vagrancy, but Mrs. Worrall agrees to care for her. Mr. Gutch, a local printer and newspaper reporter, takes an interest in the case, especially after the woman claims via mime to be Princess Caraboo.
Gutch talks to the farm workers who found her and learns she had a book from the Magdalene Hospital in London on her. When the Worralls leave on a trip the servants inspect her for a tattoo, which they believe all natives of the South Seas have and are shocked to find Princess Caraboo has one on her thigh. Frixos tells Gutch he now thinks she’s a genuine princess. Mr. Worrall uses her presence to recruit investors for the spice trade which will be facilitated by Princess Caraboo when she returns to her native land. Gutch brings in Professor Wilkinson, a linguist who is initially dismissive of Caraboo’s story, but has enough doubt to refuse to say she is a fraud.
The local society finds Princess Caraboo fascinating and they flock to attend parties and soirees with her. Mr. Gutch begins investigating people connected with the Magdalene House. Lady Apthorpe takes Caraboo to a ball held for the Prince Regent, who is fascinated by Caraboo. Gutch learns Caraboo is actually Mary Baker, who worked as a servant for Mrs. Peake. Gutch sneaks into the ball to warn her she’s been found out, but she refuses to acknowledge what he tells her. Mrs. Peake comes and confronts Caraboo and identifies her as Mary Baker. She is locked up. The local magistrate and Mr. Worrall want to hang her. Mrs. Worrall gives Mr. Gutch documents implicating her husband and the magistrate in a bank fraud. Mr. Gutch uses these to work a trade. He will bury the story if Mary Baker can go to America. Gutch, who has fallen in love with Mary, leaves with her for the United States."
1286,"Jack ""Deuce"" Cooper (Matt LeBlanc) is a farm boy who arrives at an open tryout for the Santa Rosa Rockets minor league baseball team. He makes the team after blowing away the scouts with his 'rocket' arm as well as having a strong training camp. Deuce also befriends a chimpanzee, 'Ed,' after being told he is his new roommate/teammate. After they move into their apartment, Deuce develops a relationship with his neighbor, Lydia. Also, Ed becomes very close with her daughter, Elizabeth. Deuce's game really begins to take off as well as Ed's and the team becomes a league contender. Deuce's coach, Chubb, thinks Deuce can be an MLB starter if he keeps his head on straight. But after the owners sell Ed to make a buck, Deuce takes matters into his own hands and goes to find Ed only to see him being tortured by a pair of goons. Deuce saves Ed but Ed escapes and finds a truck of Frosted Bananas and doesn't realize he is stuck inside the trailer, which is ice cold. Ed ends up in the hospital from almost freezing to death before the final game of the season and Deuce questions his own ability to continue playing without his best friend. Deuce ends up playing and struggles right off the bat. But when Ed, Elizabeth and Lydia arrive at the game together, Deuce turns up the heat and the Rockets take the championship. Ed, Deuce, Lydia and Elizabeth then become a family and live happily ever after."
1288,"Jack (Richard E. Grant) and Sarah (Imogen Stubbs) are expecting a baby together, but a complication during the birth leads to the death of Sarah. Jack, grief-stricken, goes on an alcoholic bender, leaving his daughter to be taken care of by his parents and Sarah's mother, until they decide to take drastic action: they return the baby to Jack whilst he is asleep, leaving him to take care of it. Although he struggles initially, he eventually begins to dote on the child and names her Sarah.
Despite this, he nevertheless finds it increasingly difficult to juggle bringing up the baby with his high-powered job, and though both sets of the child's grandparents lend a hand (along with William (Ian McKellen), a dried out ex-alcoholic who, once sober, proves to be a remarkably efficient babysitter and housekeeper), he needs more help. Amy (Samantha Mathis), an American waitress he meets in a restaurant who takes a shine to Sarah, takes up the role as nanny, moving in with Jack after one meeting.
Although clashing with William and the grandparents, especially Jack's mother, Margaret (Judi Dench), Jack and Amy gradually grow closer—but Jack's boss has also taken an interest in him."
1289,"The film is set just after World War I, as Australia begins questioning the value of continuing as an outpost of the British Empire. Since his sister's death years ago, Jack Dickens has raised his niece Sally, aided by his sharp-tongued maid Hannah. Sally’s father, Alexander Voysey, abandoned her after her mother's death and took off for the bright lights of the city, ostensibly making a name for himself as a literary critic and writer in London. Jack and Sally have sacrificed their own hopes and dreams to run the farm while Voysey disports himself in the city. Despite the claims of success, Voysey is a self-centered, self-aggrandizing, pompous windbag with no visible means of support beyond leeching off his brother-in-law's labor on the farm.
Voysey has remarried a younger woman, Deborah, who has come to regret her marriage. Voysey subjects Deborah to cruel behavior from him, such as fetching things he's dropped at his whim and making advances to other women right in front of her. Deborah is deeply unhappy, and feels that she has wasted her youth and squandered her life in marrying Voysey. Both Jack and the town doctor are soon smitten by Deborah, while Sally pines for the town doctor herself. The true natures, characters, and hopes and dreams within the family are revealed as things fall apart."
1290,"Best friends for life, gym teacher Mike O'Hara (Daniel Stern) and plumber Jimmy Flaherty (Dan Aykroyd) are united by their love of Boston and its sports teams, especially the Boston Celtics, who are playing their last season in the old Boston Garden. When the Celtics drop Game 6 of the NBA Finals to the Utah Jazz, setting up a deciding Game 7 in Boston, Mike and Jimmy find themselves depressed and hopeless. On top of all this, Mike has moved back in with Jimmy after his wife Carol, fed up with his unhealthy obsession with the Celtics, left him and took their son Tommy with her. Jimmy and Mike stumble upon the Jazz's selfish, one-man-show shooting guard Lewis Scott (Damon Wayans) at a Boston nightclub. Hoping at first to get him drunk enough so he'll be hungover for Game 7, Mike and Jimmy pose as Utah fans. This however leads to them running into their idol Larry Bird (as himself), who scolds them for being what he thinks are ""fair weather"" fans. However, the pair get more than they bargained for when the next morning they end up kidnapping Scott after he wakes up at Jimmy's apartment. The two decide to hold Scott until after the game, reasoning that if they are going to prison, they might as well help the Celtics win in the meantime.
Scott's streetwise, arrogant ways contrast with Jimmy and Mike's bumbling blue-collar lifestyle. He derides them for being washed-up losers, and insinuates Mike is only after him because he is jealous of Scott's fame and ability. Mike, on the other hand, berates Scott for his behavior on and off the court, including starring in a campy Oscar Mayer hot dog commercial and skipping practices. Scott attempts to turn Jimmy against Mike, and, when this fails, escapes, only to be foiled by an antagonistic cabbie and a local cop, Kevin (Paul Guilfoyle), both fellow Celtics fans.
Ultimately, Mike challenges Scott to a game of one-on-one and the pair is incapacitated well before the final game is set to begin. Before he runs off, Scott presents the pair with a dilemma, they must root for him and hope the Jazz win, otherwise he will turn them both in to the police. Mike reconciles with his wife and son, knowing he might be going to prison, and Jimmy says goodbye to his grandmother. At the game, the two convince the other Celtics fans they are only pretending to root for the Jazz, and the first half ends with the Celtics leading. Mike, who knows the Jazz are losing because Scott refuses to pass the ball, gives him a pep talk from the stands, and Utah closes the gap to one point with a little over 7 seconds remaining. With one play left and the Jazz with the ball, Mike and Jimmy choose life over the Celtics, rooting for Utah and rushing the court after they win. Approached by Kevin who earlier ignored his cries for help, Lewis denies Mike and Jimmy committed the kidnapping, saving them from prison.
A few months later, Mike has promised his wife he would never interfere with an NBA Finals game again. But now it's football season. He and Jimmy sneak into the hotel room of Deion Sanders at 3:00 a.m."
1292,"Spencer Griffith (Joseph Mazzello) is a shy boy in seventh grade. He has a crush on a school girl named Michelle (Lauren Eckstrom). Spencer's life changes one night when a mysterious meteorite crashes into a nearby junkyard. Investigating the site, he finds that the ""meteorite"" is actually a small rocket carrying a ""Cyborsuit."", a prototype exoskeletal-suit with AI (short for Artificial Intelligence) from another galaxy. Spencer then decides to try the suit on and melds with the suit AI, who Spencer calls ""Cy"". After testing most of the functions and abilities of the suit, he then goes around town doing whatever he wants, such as getting back at a school bully Turbo (Joey Simmrin), rescuing Michelle and her friends from a damaged ferris wheel, and ordering food from a fast-food restaurant drive-thru, along with a few hilarious antics such as trashing part of his house after getting his head stuck in a refrigerator, figuring out how to eat his drive-thru food through the suit and wanting to get out of the suit to pee when Cy wouldn't let him.
During this time, Earth gets visited by a Broodwarrior (Brian Simpson), a member of an alien race of insectoids waging a war against the creator of the Cyborsuit, Tenris De'Thar and his fellow Trelkins. The Broodwarrior's mission is to capture the Cyborsuit so that his race can analyze it. After his first encounter with the Broodwarrior, Spencer escapes, forces Cy to eject him out of the suit and then abandons Cy telling him that he's afraid that he might not live to see his next birthday if he ""engages"" the Broodwarrior. Back at home, after Spencer looks over his comic book titled MidKnight Warrior and thinking about what kind of person he wants to be, he goes back out to find Cy only to find out that Cy was captured by the Broodwarrior. Spencer begins searching for Cy accompanied by Turbo, now becoming his friend. As they head to the junkyard, where Cy is about to be taken off-world by the Broodwarrior, they create a plan to distract the Broodwarrior long enough for Spencer to rescue Cy. Spencer gets Cy back and begins battling with the Broodwarrior.
During the battle, the Broodwarrior gets the upper hand and defeats Cy and Spencer. After getting bashed multiple times by the Broodwarrior's mace and severely damaging the suit, Cy is forced to eject Spencer out before going completely offline. Spencer covers the suit with scrap metal to hide it from the Broodwarrior, takes a piece of the suit and continues to fight the Broodwarrior, who was later trying to chase down Turbo. Spencer confronts the Broodwarrior before getting chased himself and is suddenly cornered in a junked RV. Just when the Broodwarrior is about to dispose of Spencer, Turbo finds a control panel and activates the car crusher the RV is sitting in, revealing the chase into the RV to be part of a trap. Spencer escapes while the Broodwarrior is compressed along with the RV into a solid metal cube, killing the Broodwarrior.
With the Broodwarrior now destroyed, they return to Cy but it appears they were too late to save him. Just when Spencer begins to lose hope, Cy's creator Tenris De'Thar and Trelkin soldiers appear from a giant UFO orbiting Earth and quickly repair him, bringing him back to life. After Cy and Spencer say goodbye to one another, the head alien soldier gives Spencer a badge for his bravery and courage before their departure back to their home-world, and the long, eventful night finally comes to an end. The next day at school, a now confident Spencer, with encouragement from his new friend Turbo, starts up a conversation with Michelle."
1295,"""Unca"" Lou Handler (Alan Arkin), the beloved camp director and owner of Camp Tamakwa, invites eight former campers, all now adults, back to the camp to announce his retirement. Lou claims to have chosen these friends as they were the group from the camp's ""golden years"" 20 years previously. Once there, the group comes to feel nostalgic memories of their youth and the unresolved feelings for each other begin to surface.[1][2][3]"
1296,"Wealthy socialite Carol Owen (Dorothy Mackaill) decides to take up flying. Gilligan (Jack Kennedy) sets her up with a homely instructor, but she requests dashing Jim Leonard (Humphrey Bogart) instead. Jim has some fun, taking her through some aerobatic maneuvers that leave her queasy, but still game. For revenge, she gives him a lift into town in her sports car, driving at breakneck speeds. They begin seeing each other.
Carol learns that Jim is designing a revolutionary airplane engine, but cannot get any financial backing. She decides to give him a secret helping hand, persuading her skeptical financial manager, Bruce Hardy (Hale Hamilton), to invest in the project. Hardy is only too pleased to oblige, as he has asked Carol numerous times to marry him.
Hardy keeps a mistress on the side, aspiring stage actress Linda Lee (Astrid Allwyn). Unbeknownst to him, she is Jim's sister and in love with Georgie Keeler (Bradley Page), a Broadway producer. Things become serious between Carol and Jim. He begins neglecting his work and eventually spends the night with her. The next day, he asks her to marry him. She realizes that she is distracting him from making a success of his engine and turns him down.
When Hardy asks Carol once again to marry him, she jokingly tells him she would only consider his offer if she were broke. He then informs her that she is. He has been paying all her bills for the past year. Hoping to help Jim, she agrees to wed Hardy.
Hardy tries to break off his relationship with Linda. This is what Georgie has been waiting for. He has coached Linda to extort $50,000 from Hardy to finance a new play in which Linda will star, but the businessman will only write her a check for $10,000. To try to pressure Hardy, Georgie has Linda lie to Jim about the relationship.
Meanwhile, Carol has second thoughts and goes to break the news to Hardy. Before she can however, Jim shows up and insists that Hardy marry his sister. However, when Hardy shows him the canceled $10,000 check endorsed to Georgie, Jim realizes Linda has deceived him. He apologizes and leaves.
Carol decides to kill herself by crashing an airplane. As she starts to take off, Jim reads the suicide note she left with Gilligan. He manages to cling to the fuselage, work his way gingerly to the cockpit (while the plane is in flight), and reconcile with Carol."
1298,"Applejack Carney pulls from a shelf an album of records entitled ""The Story of a Happy Marriage"" and places the song ""You Were Meant for Me"" on the Victrola. Julie Adams, Applejack's old friend and owner of the album, asks him to turn off the tune and announces that she is leaving her husband Roger.
After glancing at the nursery, Julie restarts the song and remembers meeting Roger years earlier: The same ballad is playing over the loudspeakers at the Brooklyn music store where Julie works. When the record begins to skip, passerby Roger Adams enters the store and meets Julie. The two begin to date, and while at the beach one day, Julie breaks open a fortune cookie, which reads ""you will get your wish --a baby."" Roger, a confirmed bachelor who has no patience with children, hides his fortune, which predicts a ""wedding soon,"" and replaces it with ""you will always be a bachelor.""
Roger, a reporter, changes his mind, however, when he bursts into a New Year's Eve party with the news that his paper is assigning him to a post in Japan and asks Julie to marry him that evening. Knowing that they will not see each other for three months until Roger can earn enough money for Julie's passage to Japan, the newlyweds kiss goodbye in Roger's train compartment. As they embrace, the train pulls out, and as a result, Julie stays in Roger's compartment until the train stops the next morning.
Three months later, when Julie is reunited with Roger in Japan, she reports that she is pregnant. Julie becomes concerned for the future of her family when she learns that Roger has lavishly furnished their house by spending advances on his salary. Later, when Roger inherits a small sum of money and announces that he has quit his job so that they can travel the world, Julie, disturbed by her husband's financial irresponsibility, goes upstairs to pack. At that moment, a violent earthquake strikes, demolishing the house and causing Julie to lose the baby.
Roger and Julie return to San Francisco, and while hospitalized there, Julie learns that she will never be able to have children. Roger tries to console her by telling her that he wants to settle down and buy a small town paper, but Julie responds that a baby is all she ever wanted. Soon after, Roger buys the Rosalia Courier Press, and the couple moves into the apartment above the newspaper office, which is equipped with a small nursery. Roger hires their friend Applejack to manage the paper, but despite their hard work, circulation remains low.
Two years later, while Roger is working late one night, Applejack encourages Julie to adopt a child, and when Roger returns home, Applejack prods him into agreeing to consider adoption. When Julie writes to the orphanage to request a two-year-old boy with curly hair and blue eyes, Mrs. Oliver, the administrator, interviews the prospective parents and later pays a surprise visit to their home. At first disapproving because the Adams house is a cluttered mess, Mrs. Oliver is charmed by the little nursery and tells Julie that a five-week-old baby girl is available for adoption. When Julie and Roger protest that they wanted a two-year-old boy, the age their own baby would have been, Mrs. Oliver assures them that this is the child for them. Roger and Julie consent to see the infant, and when Julie falls in love with the baby, Mrs. Oliver allows them to take her home for a one-year probation period.
One year later, as the time for the adoption hearing approaches, Mrs. Oliver visits the family to update her records. When Julie admits that the paper has gone out of business and that Roger has no income, Mrs. Oliver solemnly caps her pen. Steeling themselves to return their baby, whom they have named Trina, to the orphanage, Roger bundles up the infant and proceeds to the judge's chambers. When the judge denies the adoption, Roger, near tears, begs to keep the little girl, pleading that she is like his own child. Moved by Roger's plea, the judge relents and grants the adoption, prompting Julie cheerily to proclaim that nothing can take Trina from them now.
Years pass, and Trina's proud parents watch their daughter sing the echo to ""Silent Night"" in her school's Christmas play. When Trina slips on a platform while onstage, she worries that she will not be allowed to play an angel in the play the following year.
The next Christmas, Mrs. Oliver receives a tragic letter from Julie, notifying her of Trina's death after a sudden, brief illness. Julie confides that Roger is punishing himself for Trina's fate and behaves like a stranger to her. At the Adams home, as Julie and Roger sit wordlessly in their living room, they hear a knock at the door. Julie answers it and finds a mother, frantic because her car is stalled and her son is due to perform in the school play. Julie and Roger offer to drive the mother and child to the play, and when the car arrives to the sound of children singing ""Silent Night,"" Roger gets out and proclaims that he never again wants to see anybody or anything that reminds him of Trina.
Julie's thoughts return to the present, and she takes the record off the turntable just as Applejack climbs the stairs to deliver her train ticket. At that moment, Roger returns, despondent, but as he picks up Julie's suitcase to drive her to the train station, the phone rings. It is Mrs. Oliver, calling to offer the couple a two-year-old boy, who is the image of the youngster they requested years earlier. Their faith and hope restored, Julie and Roger begin planning a new life with their son."
1299,"Gwen Moss (Jeanne Tripplehorn) has spent the better part of her life waiting for the man of her dreams, unaware she briefly bumped into him at school as children and has had several close encounters ever since. She aspires to have a life like her longtime friend Debbie (Jennifer Aniston), a successful doctor with a beautiful home but a marriage that may not be as perfect as it seems on the surface.
Gwen is hired to ghostwrite the autobiography of former child star Francesca Lanfield (Sarah Jessica Parker), whose career virtually ended following her stint on a long-running Partridge Family-Brady Bunch hybrid sitcom. Francesca owns La Fortuna, a picturesque vintage apartment complex (filmed at the historic El Cabrillo). Architect Nick Dawkan's (Dylan McDermott) boss Timo wants to buy and demolish the complex so his firm can construct a modern condominium development in its place. Francesca agrees to the sale as long as Nick is placed in charge of the project, and the two embark on a somewhat tempestuous relationship. Both are damaged emotionally; Francesca has overcome an addiction to drugs but still craves the spotlight, while Nick is dealing with the memory of a father who failed as a songwriter and became a hopeless alcoholic. Meanwhile, Gwen is shocked to discover her father Saul never loved her mother Beebee and is devastated when the two decide to divorce. Her parents' story of how they met from her childhood turns out to be false: Saul got stood up by his date that night and Beebee thought that he was interested in her. They only married to ""avoid an argument"", as Saul puts it.
Gwen moves into La Fortuna and finds herself surrounded by an assortment of odd but lovable neighbors who have created a family of their own. When the tenants are presented with eviction notices, they decide to fight back. Having discovered the property was designed by Sophia Monroe, one of the first female architects of note (and coincidentally Nick's mentor during the early stages of his career), and served as home to silent film star Louise Brooks, Gwen hopes she can have it declared an historical landmark with the assistance of Jon Haas, the city councilman she is dating. Nick is prepared to fight for his firm until he sees La Fortuna and learns its history and decides it might be worth preserving after all. Though ultimately unsuccessful in preserving La Fortuna, they finally meet at the Nicotine Anonymous meeting, are then happily married, and have a daughter together."
1300,"John Winger is a cab driver who, in the span of a few hours, loses his job, his apartment, his car, and his girlfriend. Realizing that he is a loser with no prospects, he decides to join the Army. Talking his best friend Russell Ziskey, a teacher of English as a second language, into joining with him, they go to a recruiting office and are soon sent off to basic training.
Upon arriving at Fort Arnold, they meet their fellow recruits, and their drill sergeant, Sergeant Hulka. Moments after arriving, John angers Sgt. Hulka and is ordered out to do push-ups. He stands out as a slacker throughout basic training. Their commanding officer is the arrogant and incompetent Captain Stillman. As basic training progresses, Russell and John become romantically linked to female MPs Louise Cooper and Stella Hansen. Not long before graduation, Sgt. Hulka is injured when Stillman, trying to impress a visiting colonel, orders a mortar crew to fire without setting target coordinates.
The men go to a mud wrestling bar, where John convinces Dewey ""Ox"" Oxberger to wrestle a group of women. When the club is raided by MPs and police, Stella and Louise cover for John and Russell. The rest of the platoon are returned to base, where a furious Stillman threatens to make them all repeat basic training.
After partying with Stella and Louise, the buddies return to the barracks, and John motivates the platoon with a passionate speech and begins to get them in shape for graduation. After a long night of practice, they oversleep and almost miss the ceremony. They rush to the parade grounds in their fatigues. There they give an eccentric, yet highly coordinated, drill display led by John. General Barnicke is impressed when he finds out that they had to complete training without a drill sergeant, and decides they are just the kind of ""go-getters"" he wants working on his EM-50 project in Italy.
Once in Italy, the platoon is reunited with a recovered Sgt. Hulka and assigned to guard the EM-50 Urban Assault Vehicle, an armored personnel carrier disguised as a recreational vehicle. Fed up with their boring assignment, John and Russell steal the EM-50 to visit their girlfriends, stationed in West Germany. When Stillman finds the EM-50 missing, he launches an unauthorized mission to get the vehicle back before his superiors find out it is gone. Hulka urges Stillman not to go, but is overruled.
Stillman inadvertently leads the platoon across the border into Czechoslovakia. Hulka, recognizing where they are, jumps out of the truck just before it is captured by the Soviet Army. He makes a mayday radio call that is heard by John and Russell, who realize that the platoon came looking for them and are now in danger. John, Russell, Stella, and Louise take the EM-50 and infiltrate a Russian base where the platoon is being held. With some assistance from Hulka, they save the entire platoon.
Upon returning to the US, John, Russell, Louise, Stella, and Hulka are treated as heroes, each being awarded the Distinguished Service Cross. Hulka retires and opens the HulkaBurger franchise. Stella appears on the cover of Penthouse, Ox makes the cover of Tiger Beat, Russell recreates his firefight with the Russians for Guts magazine, and John is featured on the cover of Newsworld. Captain Stillman is reassigned to a weather station near Nome, Alaska."
1301,"A couple, Adam (William Hurt) and Mary (Isabella Rossellini), are both heading into their sixties, but react to this differently. A retired teacher, Mary begins to make adjustments to their home to make it more practical for their age. Adam is defensive to any changes and fiercely defends his progression as an architect. They live in London, next door to Mary's mother, Nora who raised her daughter in Italy. Mary worries about an incident of memory loss and her doctor prescribes her to keep active. Adam, insulted by an offer to design a retirement home, instead turns his attention to the proposal of a young associate, Maya (Arta Dobroshi) to participate in a competition to design a new museum. Adam becomes nocturnal, working on the project over-night with young associates. Mary becomes used to an increasingly empty home, but attracts an admirer at the gym.[1]"
1304,"At Fairmount High School, Ohio, a group of teenage students begin their school with an assembly featuring a band called ""High on Life"", though they are selfish at teachers and the principal. As the band continues to play onstage, Mark ""Dags"" D'Agastino and Reggie Barry decide to sabotage the assembly by having a track played and exposing the band lip syncing their music as it ends drastically but upbeat. After a typing class, the seniors cut school and throw a party for Principal Moss. Moss eventually gets informed about the party from the school body president Steve Nisser. When he returns home, he gives the group detention, forcing them to write a letter to the President of the United States, explaining what is wrong with the education system.
The next day while arriving at school, Moss and the new typing class teacher notices that various newspaper station vans are there assuming that something has gone wrong within the building. Mrs. Winston tells him that Jason Lerman is inside the building after meeting the seniors. Moss makes the announcement over them being invited by the President to Washington, D.C., who amazingly enjoyed their letter to discuss it. However, it is actually just a plot devised by the corrupt U.S. Senator to humiliate the President. The bus arrives at a convenience store, where Dags and Reggie lock Moss in a flooded washroom, and they steal alcoholic beverages. They are pursued by Travis, a crazed Star Trek fan and crossing guard, who hitches a ride with an Asian family. While on their way, Moss falls into a ""coma"" after taking pills given to him by bus driver Red. At this point, the students go on a rampage celebrating over Moss passing out and throw another party, while Carla Morgan, the school slut, puts makeup on Moss.
The next day, the bus is pursued by Travis and the police. Red apparently dies from a drug overdose, and the bus nearly plows into a lake. Dags manages to stop it in time, but the car lands on the water and Travis escapes. Arriving at Washington, the group checks into a hotel and decides to take a class photo at a cemetery. Miosky uses fart lighting on J. Edgar Hoover's flame to distract Travis. That night, the seniors secretly lace a box of chocolates with tequila and give it to Miss Milford. When Milford seduces Moss, the students begin to leave to go to a party at the hotel next door, but Steve Nisser threatens to blow the whistle. Dags orders Mioski to take care of him. At the hotel, Lisa Perkins discovers the plot to use the students and embarrass the President.
The next day, Senator Lerman unexpectedly wakes up Moss and Milford, who— much to their shock over both of them in the same room—to prepare themselves and the seniors for their meeting with the President. However, when they open the room, they do not find them there but only a tied-up Steve Nisser. Moss and Milford find the missing students, as they are informed of Lerman's plot as Lerman baffles to the discovery. The senator subsequently kidnaps Miosky and takes him to the White House with the others in hot pursuit. When they arrive at the White House, the senator insults the seniors, but Moss unexpectedly stands up for them. The senator's plot is ultimately exposed and the seniors return home. The film ends with a montage of the characters and where they ended up after the events."
1310,"""Friends are the People who let you be yourself—and Never let you forget it""
Waiting to Exhale is a story about four African-American women—Savannah, Robin, Bernadine, and Gloria—who go through different stages of love and life.
Savannah ""’Vannah"" Jackson is a successful television producer who holds on to the belief that one day her married lover will leave his wife for her. She later comes to find that he will never leave his wife and she must find her own man who will love her for her and for who she is.
Bernadine ""Bernie"" Harris abandons her own career dreams and desire of having a catering business to raise a family and support her husband, who leaves her for a white woman.
Robin Stokes is a high-powered executive and the long-time mistress of married Russell. She has problems finding a decent man of her own after dumping him.
Gloria ""Glo"" Matthews is a beauty salon owner and single mother. After years alone, and finding out that her ex-husband, who is also the father of her son, has come out of the closet as gay, she falls in love with a new neighbor, Marvin King.
The four friends get together to provide support, listen to each other vent about life and love, and have fun, as they go through life's trials and tribulations.
Savannah ends up dumping her married lover for good. Bernadine gets a large divorce settlement from her ex-husband and finds love with a widowed father who is a civil rights attorney. He encourages Bernie to pursue her catering dreams.
Robin ends up pregnant by her married lover, but dumps him and decides to raise the baby on her own.
Gloria learns to not be so overprotective of her son, and lets him go on an ""Up With People"" trip to Spain. She apologizes to her neighbor for snapping at him when he suggested that she should let her son grow up and experience the world, and she finds love while learning to take care of herself rather than being overly self-sacrificing in her devotion to her son and her business."
1312,"Harry Barber is serving time in prison after being framed in a corruption scandal.
Before his arrest, he was a reporter for a Florida newspaper that uncovered widespread corruption in the local government. After rejecting a bribe that would have ensured his silence, Harry finds the funds deposited into his bank account and he is promptly arrested. Now, two years later, he is released when an ex-cop's testimony vindicates him.
Though he is bitter against the town officials, Harry wanders back to Palmetto with his girlfriend Nina, who has been patiently waiting for him. Unable to find a job, he spends his days lounging in a local bar. In walks Rhea Malroux, the very attractive femme, wife of the richest man in town, who offers him a job: help her and her daughter Odette scam the old man out of $500,000 with a bogus kidnapping scheme, in which Harry would receive a ten percent cut.
Tempted by both Rhea's seductive charms and the prospect of some quick cash, Harry goes along with the plan. But when Odette winds up dead, and all indications point to Harry as the murderer, he finds himself in way over his head."
1313,"Jack Mason is a homeless man from Seattle who loses his only friends—Hank, a fellow homeless man and his pet dog—on the same day. Dejected, Mason attempts to commit suicide when a soup kitchen worker, Walter Cole, saves him. Cole refers the man to businessman Thomas Burns, who kindly offers Mason a job as a hunting guide. Despite his misgivings, the lure of a well paying job causes Mason to accept.
Flying to a remote cabin surrounded by hundreds of acres of woods, Mason meets the rest of the hunting party, all of whom paid $50,000 for the privilege of being there. The party includes Doc Hawkins, the founder of the hunt, a psychotic psychiatrist who specializes in psychological assessments, Cole, Texas ""oil man"" John Griffin, wealthy executive Derek Wolfe Sr. and his son Derek Wolfe Jr., who is at first unaware of the true purposes of the hunt. The first night all the men are eating a nice dinner and engaging in conversation. Mason receives a pack of cigarettes from Hawkins and learns a little history about the man. Hawkins relays a brutal story from his childhood when his father forced him to train and then fight his dog as a lesson in being a man.
The following morning Mason is awakened with a gun in his face by Cole, who explains that the men are not hunting any animals, but rather Mason himself. Mason is given a head start with only the time it takes the others to eat breakfast. Mason quickly flees the area, but comes to a realization and turns back. The hunters finish their meal and set off after him. Wolfe Jr. is horrified at the thought of killing a man, but is pushed into it by his father. The hunters race off into the forest, but by now Mason has returned to the cabin in search of weapons. He finds none, and instead makes the disgusting discovery of the hunters trophy room behind a locked door: the preserved heads of the victims of previous hunts.
Mason decides to burn it down using chemicals found outside the cabin. The hunters quickly assume Mason's return to the cabin and go back. Wolfe Sr. enters just as Mason lights up the cabin and engages in a fist fight with Hawkins out back, away from the others. Hawkins is knocked back into the cabin as the preserving agent explodes, killing him in a fiery inferno. Wolfe Jr. saves his father, and spots Mason fleeing in the process. The hunt resumes and Mason begins to use his wits to beat the hunters, luring them with falsely-planted lit cigarettes to lead them in the wrong way. Mason manages to lure Griffin away from the others, and takes him hostage.
Over the night, Mason learns why Griffin is taking part in the hunt. Years earlier his daughter was murdered by a homeless man and he's venting his rage. Mason, in turn, relays his own tragic tale of losing his family in an apartment fire. This leads Griffin to have a change of heart in the morning. Upon rescuing him, Griffin reveals his decision to not continue the hunting, but is murdered by Burns to prevent any future legal conflicts. By now, with their numbers dwindling, the remaining hunters seem more intent on killing Mason. Mason sabotages one of their ATVs, causing it to explode. The explosion rips off most of Cole's lower body mortally wounding him. Burns then uses his fingers to apply pressure to Cole's jugulars in order to kill him and spare him from the pain. As they pursue Mason, Wolfe Jr. is killed by accident when he falls in a ravine, and Wolfe Sr. vows revenge in a fit of rage.
The second night sees Wolfe Sr. and Mason fighting one on one with Mason the victor and Burns escaping to the city knowing that Mason will most likely be searching for him. Days later, Burns is back in Seattle, Washington, preparing to leave his current identity, hoping to escape both Mason and the legal responsibilities resulting from the disastrous hunt. But Mason has escaped the forest, returned to the city and tracked him down. A quick fight ensues, but Mason chooses not to kill him. Instead he walks away, but Burns attempts to shoot Mason in the back. Taking to heart a lesson he learned from Hank, Mason had blocked the barrel of Burns's gun with cigarettes and it backfires on the man, killing him as Mason walks out into the dark."
